County,SecondDate,Cases_Change,Cases_Change%,Transit_Change,Transit_Change%,Transit_Level,Driving_Change,Driving_Change%,Driving_Level,Walking_Change,Walking_Change%,Walking_Level,Table_Change,Table_Change%,Table_Level
Erie,1/21/2021,346,1.412244898,-1.05,-0.0205721,49.99,3.66,0.03836478,99.06,11.94,0.097884899,133.92,2.86,0.177860697,18.94
Kings,1/21/2021,297,0.217741935,3.94,0.070445199,59.87,4.74,0.048382158,102.71,6.32,0.081464295,83.9,2.86,0.177860697,18.94
Monroe,1/21/2021,58,0.185303514,-1.72,-0.035662451,46.51,2.61,0.025120308,106.51,-3.13,-0.02822617,107.76,2.86,0.177860697,18.94
Nassau,1/21/2021,210,0.191605839,4.27,0.077806122,59.15,5.98,0.062703156,101.35,5.85,0.053522415,115.15,2.86,0.177860697,18.94
New York,1/21/2021,140,0.240963855,3.5,0.122078828,32.17,6.06,0.126487163,53.97,4.51,0.152881356,34.01,2.86,0.177860697,18.94
Onondaga,1/21/2021,85,0.440414508,-3.47,-0.064896203,50,7.42,0.077203205,103.53,-1.89,-0.024119449,76.47,2.86,0.177860697,18.94
Queens,1/21/2021,154,0.115355805,3.35,0.066946443,53.39,4.68,0.052779971,93.35,2.55,0.031116534,84.5,2.86,0.177860697,18.94
Richmond,1/21/2021,63,0.175,-0.68,-0.01146325,58.64,1.95,0.019490255,102,-3.54,-0.033914543,100.84,2.86,0.177860697,18.94
Suffolk,1/21/2021,281,0.229575163,5.97,0.10817177,61.16,5.75,0.057987092,104.91,4.57,0.035029894,135.03,2.86,0.177860697,18.94
Westchester,1/21/2021,220,0.312944523,5.5,0.104087812,58.34,4.87,0.054087072,94.91,1.05,0.010147869,104.52,2.86,0.177860697,18.94
Albany,1/22/2021,-10,-0.037453184,12.3,0.198451113,74.28,14.97,0.160587857,108.19,17.04,0.156086837,126.21,7.64,0.403379092,26.58
Bronx,1/22/2021,487,0.527056277,3.26,0.050573999,67.72,14.69,0.143345043,117.17,14.32,0.145218538,112.93,7.64,0.403379092,26.58
Erie,1/22/2021,-50,-0.084602369,3.25,0.065013003,53.24,13.7,0.13830002,112.76,15.77,0.11775687,149.69,7.64,0.403379092,26.58
Kings,1/22/2021,377,0.226971704,4.6,0.076833138,64.47,10.03,0.097653588,112.74,9,0.10727056,92.9,7.64,0.403379092,26.58
Monroe,1/22/2021,27,0.07277628,2.8,0.060202107,49.31,10.16,0.095390104,116.67,22.72,0.210838901,130.48,7.64,0.403379092,26.58
Nassau,1/22/2021,58,0.044410413,1.51,0.025528318,60.66,14.81,0.146127282,116.16,19.04,0.165349544,134.19,7.64,0.403379092,26.58
New York,1/22/2021,210,0.291262136,5.38,0.167236556,37.55,8.46,0.156753752,62.43,8.92,0.262275801,42.93,7.64,0.403379092,26.58
Onondaga,1/22/2021,-28,-0.100719424,4.14,0.0828,54.14,9.1,0.087897228,112.63,15.68,0.205047731,92.15,7.64,0.403379092,26.58
Queens,1/22/2021,468,0.314304903,1.82,0.034088781,55.21,11.46,0.122763792,104.81,9.02,0.106745562,93.52,7.64,0.403379092,26.58
Richmond,1/22/2021,80,0.189125296,4.93,0.084072306,63.57,14.31,0.140294118,116.31,10.34,0.102538675,111.18,7.64,0.403379092,26.58
Suffolk,1/22/2021,-66,-0.043853821,0.74,0.012099411,61.9,13.61,0.129730245,118.52,24,0.17773828,159.03,7.64,0.403379092,26.58
Westchester,1/22/2021,1,0.001083424,3.33,0.057079191,61.67,14.73,0.155199663,109.64,22.57,0.215939533,127.09,7.64,0.403379092,26.58
Albany,1/26/2021,43,0.318518519,-12.42,-0.164721485,62.98,-8.51,-0.093219411,82.78,-8.1,-0.080669256,92.31,-4.29,-0.264488286,11.93
Bronx,1/26/2021,-146,-0.117741935,-3.14,-0.050409376,59.15,-4.91,-0.050225041,92.85,-2.17,-0.023263293,91.11,-4.29,-0.264488286,11.93
Erie,1/26/2021,-60,-0.161725067,-1.77,-0.031972543,53.59,-0.97,-0.010712314,89.58,-3.45,-0.028376378,118.13,-4.29,-0.264488286,11.93
Kings,1/26/2021,-187,-0.120102762,-3.03,-0.053223257,53.9,-3.43,-0.036044557,91.73,-5.87,-0.076701947,70.66,-4.29,-0.264488286,11.93
Monroe,1/26/2021,10,0.049751244,-0.9,-0.020152262,43.76,-4.52,-0.046042579,93.65,9.09,0.088389732,111.93,-4.29,-0.264488286,11.93
Nassau,1/26/2021,-256,-0.213689482,-3.71,-0.065156305,53.23,-5.35,-0.057066667,88.4,-5.14,-0.04993685,97.79,-4.29,-0.264488286,11.93
New York,1/26/2021,-167,-0.189557321,-1.67,-0.055666667,28.33,-3,-0.061817433,45.53,-2.97,-0.097217676,27.58,-4.29,-0.264488286,11.93
Onondaga,1/26/2021,9,0.083333333,6.46,0.119320281,60.6,-11.04,-0.112756613,86.87,3.53,0.052342823,70.97,-4.29,-0.264488286,11.93
Queens,1/26/2021,-59,-0.036967419,-3.29,-0.062440691,49.4,-5.31,-0.059851217,83.41,-4.89,-0.059882439,76.77,-4.29,-0.264488286,11.93
Richmond,1/26/2021,-48,-0.12371134,-3.46,-0.059338021,54.85,-6.45,-0.066052227,91.2,-4.93,-0.051109268,91.53,-4.29,-0.264488286,11.93
Suffolk,1/26/2021,-284,-0.200140944,-4.24,-0.068663968,57.51,-6.32,-0.063294942,93.53,-10.35,-0.079947474,119.11,-4.29,-0.264488286,11.93
Westchester,1/26/2021,-168,-0.208955224,-1.9,-0.034804909,52.69,-10.11,-0.11254592,79.72,-9.45,-0.093805837,91.29,-4.29,-0.264488286,11.93
Albany,1/27/2021,1,0.005617978,12.12,0.192442045,75.1,8.07,0.097487316,90.85,19.5,0.211244719,111.81,6.77,0.567476949,18.7
Bronx,1/27/2021,-300,-0.274223035,4.52,0.076415892,63.67,7.51,0.080883145,100.36,7.58,0.083196137,98.69,6.77,0.567476949,18.7
Erie,1/27/2021,98,0.31511254,-1.94,-0.036200784,51.65,7.58,0.084617102,97.16,11.59,0.098112249,129.72,6.77,0.567476949,18.7
Kings,1/27/2021,-56,-0.040875912,4.6,0.085343228,58.5,8.27,0.090155892,100,10.11,0.143079536,80.77,6.77,0.567476949,18.7
Monroe,1/27/2021,154,0.72985782,0.47,0.010740402,44.23,10.66,0.113828083,104.31,-1.86,-0.016617529,110.07,6.77,0.567476949,18.7
Nassau,1/27/2021,35,0.037154989,2.81,0.05278978,56.04,9.37,0.105995475,97.77,11.08,0.113304019,108.87,6.77,0.567476949,18.7
New York,1/27/2021,-98,-0.137254902,2.87,0.101306036,31.2,5.51,0.121019108,51.04,4.83,0.175126904,32.41,6.77,0.567476949,18.7
Onondaga,1/27/2021,52,0.444444444,-0.2,-0.00330033,60.4,16.35,0.188212271,103.22,17.32,0.24404678,88.29,6.77,0.567476949,18.7
Queens,1/27/2021,-264,-0.171763175,1.97,0.039878543,51.37,7.64,0.091595732,91.05,6.96,0.090660414,83.73,6.77,0.567476949,18.7
Richmond,1/27/2021,-57,-0.167647059,3.52,0.064175023,58.37,9.06,0.099342105,100.26,7.08,0.077351688,98.61,6.77,0.567476949,18.7
Suffolk,1/27/2021,-51,-0.044933921,-2.09,-0.036341506,55.42,7.27,0.077729071,100.8,9.16,0.076903702,128.27,6.77,0.567476949,18.7
Westchester,1/27/2021,-78,-0.122641509,0.13,0.002467261,52.82,11.62,0.145760161,91.34,13.21,0.144703692,104.5,6.77,0.567476949,18.7
Albany,1/28/2021,33,0.184357542,2.53,0.033688415,77.63,8.72,0.095982389,99.57,-2.11,-0.0188713,109.7,-0.04,-0.002139037,18.66
Bronx,1/28/2021,464,0.584382872,-1.31,-0.020574839,62.36,4.27,0.042546831,104.63,-3.29,-0.033336711,95.4,-0.04,-0.002139037,18.66
Erie,1/28/2021,78,0.190709046,-2.38,-0.04607938,49.27,0.05,0.000514615,97.21,-4.77,-0.036771508,124.95,-0.04,-0.002139037,18.66
Kings,1/28/2021,729,0.554794521,-0.96,-0.016410256,57.54,3.1,0.031,103.1,-2.2,-0.027237836,78.57,-0.04,-0.002139037,18.66
Monroe,1/28/2021,-11,-0.030136986,3.36,0.075966539,47.59,1.21,0.011600038,105.52,-0.92,-0.008358317,109.15,-0.04,-0.002139037,18.66
Nassau,1/28/2021,274,0.280450358,-2.76,-0.049250535,53.28,2.18,0.022297228,99.95,0.18,0.001653348,109.05,-0.04,-0.002139037,18.66
New York,1/28/2021,360,0.584415584,0.59,0.018910256,31.79,2.29,0.044866771,53.33,-0.67,-0.020672632,31.74,-0.04,-0.002139037,18.66
Onondaga,1/28/2021,-14,-0.082840237,-4.23,-0.070033113,56.17,0.29,0.002809533,103.51,-12.86,-0.14565636,75.43,-0.04,-0.002139037,18.66
Queens,1/28/2021,508,0.399057345,-1.32,-0.025695931,50.05,2.72,0.029873696,93.77,-2.3,-0.027469246,81.43,-0.04,-0.002139037,18.66
Richmond,1/28/2021,144,0.508833922,-0.31,-0.005310947,58.06,5.04,0.0502693,105.3,8.61,0.08731366,107.22,-0.04,-0.002139037,18.66
Suffolk,1/28/2021,217,0.200184502,4.74,0.08552869,60.16,1.49,0.014781746,102.29,4.75,0.037031262,133.02,-0.04,-0.002139037,18.66
Westchester,1/28/2021,281,0.503584229,2.72,0.051495646,55.54,2.77,0.030326254,94.11,-0.3,-0.002870813,104.2,-0.04,-0.002139037,18.66
Albany,1/29/2021,-42,-0.198113208,-4.94,-0.063635193,72.69,7.91,0.079441599,107.48,19.57,0.178395624,129.27,2.59,0.138799571,21.25
Bronx,1/29/2021,31,0.024642289,-2.04,-0.032713278,60.32,10.16,0.097104081,114.79,6.34,0.066457023,101.74,2.59,0.138799571,21.25
Erie,1/29/2021,9,0.018480493,1.64,0.033285975,50.91,15.15,0.155848164,112.36,27.31,0.218567427,152.26,2.59,0.138799571,21.25
Kings,1/29/2021,-283,-0.138521782,-0.14,-0.00243309,57.4,7.6,0.07371484,110.7,1.27,0.01616393,79.84,2.59,0.138799571,21.25
Monroe,1/29/2021,-85,-0.240112994,4,0.084051271,51.59,11.71,0.110974223,117.23,24.39,0.223453962,133.54,2.59,0.138799571,21.25
Nassau,1/29/2021,-17,-0.013589129,0.9,0.016891892,54.18,11.4,0.114057029,111.35,14.96,0.137184778,124.01,2.59,0.138799571,21.25
New York,1/29/2021,-26,-0.026639344,1.51,0.047499214,33.3,6.02,0.112882055,59.35,0.94,0.029615627,32.68,2.59,0.138799571,21.25
Onondaga,1/29/2021,-53,-0.341935484,-2.41,-0.042905466,53.76,12.57,0.121437542,116.08,15.59,0.206681692,91.02,2.59,0.138799571,21.25
Queens,1/29/2021,-7,-0.003930376,-0.92,-0.018381618,49.13,6.52,0.069531833,100.29,2.45,0.030087191,83.88,2.59,0.138799571,21.25
Richmond,1/29/2021,-50,-0.117096019,-2.46,-0.042369962,55.6,9.42,0.089458689,114.72,11.26,0.105017721,118.48,2.59,0.138799571,21.25
Suffolk,1/29/2021,-60,-0.04611837,-2.14,-0.035571809,58.02,11.24,0.109883664,113.53,13.71,0.103067208,146.73,2.59,0.138799571,21.25
Westchester,1/29/2021,-107,-0.127532777,-0.1,-0.001800504,55.44,11.44,0.121559877,105.55,12.92,0.123992322,117.12,2.59,0.138799571,21.25
Albany,2/2/2021,17,0.242857143,-4.24,-0.052696992,76.22,-7.8,-0.105748373,65.96,2.99,0.033381713,92.56,4.86,2.336538462,6.94
Bronx,2/2/2021,-210,-0.20979021,6.28,0.12125893,58.07,22.72,0.528987194,65.67,19.94,0.363802226,74.75,4.86,2.336538462,6.94
Erie,2/2/2021,-20,-0.084745763,-0.22,-0.00364903,60.07,2.34,0.02471744,97.01,-7.03,-0.053746177,123.77,4.86,2.336538462,6.94
Kings,2/2/2021,-204,-0.147292419,6.27,0.136869679,52.08,19.93,0.492341897,60.41,14.8,0.367610532,55.06,4.86,2.336538462,6.94
Monroe,2/2/2021,-26,-0.155688623,5.94,0.13481616,50,-1.58,-0.016657881,93.27,5.85,0.058623109,105.64,4.86,2.336538462,6.94
Nassau,2/2/2021,-187,-0.203482046,14.23,0.422380528,47.92,33.23,1.231653076,60.21,35.64,0.794294629,80.51,4.86,2.336538462,6.94
New York,2/2/2021,-130,-0.199386503,5.61,0.303079417,24.12,9.81,0.476676385,30.39,6.82,0.587931034,18.42,4.86,2.336538462,6.94
Onondaga,2/2/2021,38,0.542857143,-0.1,-0.001687764,59.15,-16.56,-0.175367997,77.87,-5.56,-0.075615395,67.97,4.86,2.336538462,6.94
Queens,2/2/2021,-88,-0.068269977,8.64,0.217577436,48.35,21.25,0.631125631,54.92,19.36,0.468085106,60.72,4.86,2.336538462,6.94
Richmond,2/2/2021,-59,-0.204152249,14.37,0.377264374,52.46,26.91,0.8125,60.03,32.79,0.654491018,82.89,4.86,2.336538462,6.94
Suffolk,2/2/2021,-61,-0.072705602,6.86,0.16244376,49.09,37.69,1.207625761,68.9,41.64,0.6822874,102.67,4.86,2.336538462,6.94
Westchester,2/2/2021,121,0.25,14.02,0.352349837,53.81,26.42,0.983985102,53.27,26.83,0.589411248,72.35,4.86,2.336538462,6.94
Albany,2/3/2021,-7,-0.08045977,7.36,0.096562582,83.58,28.18,0.427228623,94.14,15.22,0.164433881,107.78,6.39,0.92074928,13.33
Bronx,2/3/2021,-21,-0.026548673,9.04,0.155674186,67.11,28.15,0.428658444,93.82,23.87,0.319331104,98.62,6.39,0.92074928,13.33
Erie,2/3/2021,25,0.115740741,-0.79,-0.013151323,59.28,4.54,0.046799299,101.55,16.37,0.132261453,140.14,6.39,0.92074928,13.33
Kings,2/3/2021,-40,-0.033869602,12.39,0.237903226,64.47,30.39,0.503062407,90.8,22.04,0.400290592,77.1,6.39,0.92074928,13.33
Monroe,2/3/2021,89,0.631205674,-0.47,-0.0094,49.53,11.09,0.118902112,104.36,14.17,0.134134797,119.81,6.39,0.92074928,13.33
Nassau,2/3/2021,-185,-0.25273224,7.67,0.160058431,55.59,30.58,0.507889055,90.79,23.49,0.291764998,104,6.39,0.92074928,13.33
New York,2/3/2021,-7,-0.013409962,8.01,0.332089552,32.13,16.85,0.554458704,47.24,10.92,0.592833876,29.34,6.39,0.92074928,13.33
Onondaga,2/3/2021,10,0.092592593,2.89,0.048858833,62.04,18.75,0.240785925,96.62,21.61,0.317934383,89.58,6.39,0.92074928,13.33
Queens,2/3/2021,-80,-0.066611157,6.98,0.144364012,55.33,27.17,0.494719592,82.09,20.19,0.332509881,80.91,6.39,0.92074928,13.33
Richmond,2/3/2021,30,0.130434783,12.76,0.243232939,65.22,32.23,0.536898218,92.26,25.03,0.301966462,107.92,6.39,0.92074928,13.33
Suffolk,2/3/2021,-251,-0.322622108,5.55,0.113057649,54.64,28.83,0.418432511,97.73,25.73,0.250608746,128.4,6.39,0.92074928,13.33
Westchester,2/3/2021,-266,-0.439669421,7.66,0.142352723,61.47,34.71,0.651586259,87.98,31.96,0.441741534,104.31,6.39,0.92074928,13.33
Albany,2/4/2021,82,1.025,6.88,0.082316344,90.46,6.51,0.069152326,100.65,16.73,0.155223604,124.51,6.65,0.498874719,19.98
Bronx,2/4/2021,-278,-0.361038961,1.07,0.015943973,68.18,10.61,0.113088894,104.43,5.07,0.05140945,103.69,6.65,0.498874719,19.98
Erie,2/4/2021,272,1.128630705,4.3,0.072537112,63.58,3.51,0.034564254,105.06,1.81,0.012915656,141.95,6.65,0.498874719,19.98
Kings,2/4/2021,-339,-0.2971078,1.02,0.015821312,65.49,11.24,0.123788546,102.04,10.76,0.139559014,87.86,6.65,0.498874719,19.98
Monroe,2/4/2021,17,0.073913043,-4.27,-0.086210378,45.26,3.88,0.037178996,108.24,1.4,0.011685168,121.21,6.65,0.498874719,19.98
Nassau,2/4/2021,64,0.117001828,-2.05,-0.036877136,53.54,10.05,0.11069501,100.84,13.48,0.129615385,117.48,6.65,0.498874719,19.98
New York,2/4/2021,-132,-0.25631068,2.63,0.081854964,34.76,8.55,0.180990686,55.79,5.28,0.1799591,34.62,6.65,0.498874719,19.98
Onondaga,2/4/2021,-47,-0.398305085,-0.09,-0.001450677,61.95,16.03,0.16590768,112.65,10.46,0.116767136,100.04,6.65,0.498874719,19.98
Queens,2/4/2021,-435,-0.388046387,-0.27,-0.004879812,55.06,11.27,0.137288342,93.36,6.34,0.07835867,87.25,6.65,0.498874719,19.98
Richmond,2/4/2021,-129,-0.496153846,-0.68,-0.01042625,64.54,10.84,0.117494039,103.1,7.51,0.069588584,115.43,6.65,0.498874719,19.98
Suffolk,2/4/2021,124,0.235294118,3.09,0.056551977,57.73,9.18,0.093932262,106.91,15.89,0.123753894,144.29,6.65,0.498874719,19.98
Westchester,2/4/2021,8,0.02359882,1.54,0.025052871,63.01,8.69,0.098772448,96.67,2.95,0.028281085,107.26,6.65,0.498874719,19.98
Albany,2/5/2021,-47,-0.290123457,11.19,0.123701083,101.65,10.21,0.101440636,110.86,23.06,0.185206008,147.57,7.12,0.356356356,27.1
Bronx,2/5/2021,-6,-0.012195122,2.51,0.036814315,70.69,15.9,0.152255099,120.33,14.81,0.142829588,118.5,7.12,0.356356356,27.1
Erie,2/5/2021,-172,-0.335282651,-4.16,-0.06542938,59.42,3.81,0.036264991,108.87,6.39,0.045015851,148.34,7.12,0.356356356,27.1
Kings,2/5/2021,227,0.283042394,3.35,0.051152848,68.84,10.11,0.099078793,112.15,7.87,0.089574323,95.73,7.12,0.356356356,27.1
Monroe,2/5/2021,-52,-0.210526316,3.75,0.082854618,49.01,14.23,0.13146711,122.47,16.07,0.13257982,137.28,7.12,0.356356356,27.1
Nassau,2/5/2021,146,0.238952537,5.75,0.107396339,59.29,13.16,0.130503768,114,17.42,0.148280558,134.9,7.12,0.356356356,27.1
New York,2/5/2021,54,0.140992167,4.91,0.141254315,39.67,6.1,0.109338591,61.89,7.42,0.214326979,42.04,7.12,0.356356356,27.1
Onondaga,2/5/2021,71,1,11.65,0.188054883,73.6,14.83,0.131646693,127.48,7.63,0.076269492,107.67,7.12,0.356356356,27.1
Queens,2/5/2021,209,0.304664723,2.29,0.041590992,57.35,10.29,0.110218509,103.65,11.35,0.13008596,98.6,7.12,0.356356356,27.1
Richmond,2/5/2021,21,0.160305344,-2.31,-0.035791757,62.23,14.66,0.142192047,117.76,4.44,0.03846487,119.87,7.12,0.356356356,27.1
Suffolk,2/5/2021,120,0.184331797,3.64,0.063052139,61.37,10.96,0.102516135,117.87,20.26,0.140411671,164.55,7.12,0.356356356,27.1
Westchester,2/5/2021,129,0.371757925,1.31,0.020790351,64.32,10.39,0.107479052,107.06,16.08,0.149916092,123.34,7.12,0.356356356,27.1
Albany,2/9/2021,11,0.15942029,-1.41,-0.015626732,88.82,-8.98,-0.095379713,85.17,0.75,0.007131311,105.92,-0.14,-0.009936125,13.95
Bronx,2/9/2021,-132,-0.113989637,-1.01,-0.015502686,64.14,3.13,0.03225474,100.17,-0.19,-0.001914358,99.06,-0.14,-0.009936125,13.95
Erie,2/9/2021,-128,-0.494208494,3.34,0.056638969,62.31,7.82,0.084467488,100.4,14.75,0.12423145,133.48,-0.14,-0.009936125,13.95
Kings,2/9/2021,16,0.011453114,-0.99,-0.016480772,59.08,3.39,0.036291618,96.8,1.71,0.022432113,77.94,-0.14,-0.009936125,13.95
Monroe,2/9/2021,-155,-0.673913043,0.43,0.008651911,50.13,5.29,0.055340517,100.88,10.19,0.102422354,109.68,-0.14,-0.009936125,13.95
Nassau,2/9/2021,156,0.234939759,-1,-0.018611576,52.73,6.25,0.071087352,94.17,4.55,0.044411908,107,-0.14,-0.009936125,13.95
New York,2/9/2021,-98,-0.133697135,-0.14,-0.004519045,30.84,1.13,0.024134985,47.95,0.86,0.030857553,28.73,-0.14,-0.009936125,13.95
Onondaga,2/9/2021,-18,-0.233766234,0.58,0.006951936,84.01,-0.21,-0.002076741,100.91,-1.48,-0.015510375,93.94,-0.14,-0.009936125,13.95
Queens,2/9/2021,-161,-0.11095796,-1.92,-0.035151959,52.7,2.57,0.029883721,88.57,-0.86,-0.010601578,80.26,-0.14,-0.009936125,13.95
Richmond,2/9/2021,-81,-0.246200608,-1.05,-0.017537999,58.82,3.15,0.03411306,95.49,7.33,0.078454458,100.76,-0.14,-0.009936125,13.95
Suffolk,2/9/2021,16,0.022988506,-1.36,-0.022636485,58.72,3.24,0.03485745,96.19,0,0,130.97,-0.14,-0.009936125,13.95
Westchester,2/9/2021,-78,-0.145251397,-4.28,-0.069390402,57.4,-8.55,-0.096359743,80.18,-7.23,-0.073752933,90.8,-0.14,-0.009936125,13.95
Albany,2/10/2021,-12,-0.15,4.88,0.05494258,93.7,15.63,0.183515322,100.8,8.57,0.080910121,114.49,4.97,0.356272401,18.92
Bronx,2/10/2021,-462,-0.450292398,2.41,0.037574057,66.55,7.39,0.073774583,107.56,4.94,0.049868766,104,4.97,0.356272401,18.92
Erie,2/10/2021,219,1.671755725,-1.59,-0.025517573,60.72,1.79,0.017828685,102.19,-1.48,-0.011087803,132,4.97,0.356272401,18.92
Kings,2/10/2021,-537,-0.380042463,5.67,0.095971564,64.75,8.17,0.084400826,104.97,7.32,0.093918399,85.26,4.97,0.356272401,18.92
Monroe,2/10/2021,129,1.72,-3.62,-0.072212248,46.51,4.24,0.042030135,105.12,-1.36,-0.012399708,108.32,4.97,0.356272401,18.92
Nassau,2/10/2021,-254,-0.309756098,2.31,0.043808079,55.04,5.14,0.054582139,99.31,3.38,0.031588785,110.38,4.97,0.356272401,18.92
New York,2/10/2021,-224,-0.352755906,2.68,0.08690013,33.52,6.15,0.128258603,54.1,3.53,0.122868082,32.26,4.97,0.356272401,18.92
Onondaga,2/10/2021,64,1.084745763,-8.96,-0.10665397,75.05,4.62,0.045783371,105.53,0.94,0.010006387,94.88,4.97,0.356272401,18.92
Queens,2/10/2021,-540,-0.418604651,2.1,0.039848197,54.8,6.54,0.073839901,95.11,6.5,0.080986793,86.76,4.97,0.356272401,18.92
Richmond,2/10/2021,-70,-0.282258065,1.9,0.032301938,60.72,6.62,0.069326631,102.11,12.79,0.126935292,113.55,4.97,0.356272401,18.92
Suffolk,2/10/2021,-173,-0.242977528,2.12,0.036103542,60.84,7.08,0.073604325,103.27,6.73,0.051385814,137.7,4.97,0.356272401,18.92
Westchester,2/10/2021,-54,-0.117647059,2.58,0.044947735,59.98,15.59,0.194437516,95.77,13.93,0.153414097,104.73,4.97,0.356272401,18.92
Albany,2/11/2021,25,0.367647059,-0.88,-0.009391676,92.82,2.67,0.026488095,103.47,-4.16,-0.036335051,110.33,1.02,0.053911205,19.94
Bronx,2/11/2021,599,1.062056738,2.81,0.042223892,69.36,-1.56,-0.014503533,106,-1.12,-0.010769231,102.88,1.02,0.053911205,19.94
Erie,2/11/2021,38,0.108571429,5.93,0.097661397,66.65,4.07,0.039827772,106.26,5.85,0.044318182,137.85,1.02,0.053911205,19.94
Kings,2/11/2021,707,0.807077626,-2.05,-0.031660232,62.7,-0.62,-0.005906449,104.35,-2.18,-0.025568848,83.08,1.02,0.053911205,19.94
Monroe,2/11/2021,1,0.004901961,-1.25,-0.026875941,45.26,3.53,0.03358067,108.65,1.15,0.010616691,109.47,1.02,0.053911205,19.94
Nassau,2/11/2021,353,0.623674912,-1.33,-0.024164244,53.71,0.09,0.000906253,99.4,1.05,0.009512593,111.43,1.02,0.053911205,19.94
New York,2/11/2021,291,0.708029197,0.54,0.016109785,34.06,0.02,0.000369686,54.12,0.98,0.030378177,33.24,1.02,0.053911205,19.94
Onondaga,2/11/2021,-10,-0.081300813,6.16,0.082078614,81.21,4.85,0.045958495,110.38,0.51,0.005375211,95.39,1.02,0.053911205,19.94
Queens,2/11/2021,618,0.824,-0.29,-0.005291971,54.51,-2.93,-0.030806435,92.18,-5.66,-0.065237437,81.1,1.02,0.053911205,19.94
Richmond,2/11/2021,126,0.707865169,-0.62,-0.010210804,60.1,1.41,0.013808638,103.52,-9.23,-0.081285777,104.32,1.02,0.053911205,19.94
Suffolk,2/11/2021,289,0.536178108,-2.97,-0.048816568,57.87,-0.73,-0.007068849,102.54,-5.49,-0.039869281,132.21,1.02,0.053911205,19.94
Westchester,2/11/2021,270,0.666666667,-0.11,-0.001833945,59.87,0.24,0.002506004,96.01,-1.88,-0.017950921,102.85,1.02,0.053911205,19.94
Albany,2/12/2021,-9,-0.096774194,5.12,0.055160526,97.94,17.62,0.170290906,121.09,35.83,0.324753014,146.16,3.12,0.156469408,23.06
Bronx,2/12/2021,-112,-0.096302666,4.32,0.062283737,73.68,18.95,0.178773585,124.95,16.11,0.156590202,118.99,3.12,0.156469408,23.06
Erie,2/12/2021,-57,-0.146907216,-0.24,-0.0036009,66.41,17.57,0.165349144,123.83,27.3,0.198041349,165.15,3.12,0.156469408,23.06
Kings,2/12/2021,-303,-0.191408718,9.39,0.149760766,72.09,12.96,0.124197413,117.31,13.69,0.164780934,96.77,3.12,0.156469408,23.06
Monroe,2/12/2021,-45,-0.219512195,1.98,0.043747238,47.24,19.61,0.180487805,128.26,18.7,0.170823057,128.17,3.12,0.156469408,23.06
Nassau,2/12/2021,-171,-0.186071817,10.04,0.186929808,63.75,20.3,0.204225352,119.7,24.55,0.220317688,135.98,3.12,0.156469408,23.06
New York,2/12/2021,-39,-0.055555556,9.84,0.288901938,43.9,18.59,0.343495935,72.71,15.72,0.472924188,48.96,3.12,0.156469408,23.06
Onondaga,2/12/2021,-19,-0.168141593,14.84,0.182736116,96.05,20.89,0.1892553,131.27,19.96,0.209246252,115.35,3.12,0.156469408,23.06
Queens,2/12/2021,-167,-0.122076023,5.4,0.099064392,59.91,14.88,0.161423302,107.06,17.2,0.212083847,98.3,3.12,0.156469408,23.06
Richmond,2/12/2021,-7,-0.023026316,1.67,0.027787022,61.77,17.39,0.167986862,120.91,22.27,0.213477761,126.59,3.12,0.156469408,23.06
Suffolk,2/12/2021,-18,-0.02173913,11.37,0.196474857,69.24,19.52,0.190364736,122.06,32.47,0.245594131,164.68,3.12,0.156469408,23.06
Westchester,2/12/2021,-155,-0.22962963,2.08,0.034741941,61.95,18.65,0.194250599,114.66,20.49,0.199222168,123.34,3.12,0.156469408,23.06
Albany,2/16/2021,6,0.117647059,15.89,0.21223454,90.76,-2.43,-0.02901839,81.31,8.1,0.089020772,99.09,-4.64,-0.130447006,30.93
Bronx,2/16/2021,-102,-0.131274131,9.29,0.162839614,66.34,16.15,0.191509546,100.48,14.89,0.186568099,94.7,-4.64,-0.130447006,30.93
Erie,2/16/2021,10,0.050251256,3.48,0.073541843,50.8,-6.03,-0.068429414,82.09,-1.7,-0.014947683,112.03,-4.64,-0.130447006,30.93
Kings,2/16/2021,140,0.144032922,2.65,0.044582773,62.09,10.29,0.118480138,97.14,8.74,0.11894393,82.22,-4.64,-0.130447006,30.93
Monroe,2/16/2021,-14,-0.095238095,-2.46,-0.05393554,43.15,-7.85,-0.084782374,84.74,-3.02,-0.030813182,94.99,-4.64,-0.130447006,30.93
Nassau,2/16/2021,-12,-0.020304569,5.21,0.097474275,58.66,11.77,0.141330451,95.05,18.23,0.192828432,112.77,-4.64,-0.130447006,30.93
New York,2/16/2021,-110,-0.182724252,-1.4,-0.040369089,33.28,2.62,0.052726907,52.31,-0.17,-0.004836415,34.98,-4.64,-0.130447006,30.93
Onondaga,2/16/2021,15,0.25,2.79,0.036153946,79.96,-1.08,-0.011285266,94.62,7.4,0.092511564,87.39,-4.64,-0.130447006,30.93
Queens,2/16/2021,113,0.109602328,3.2,0.061033759,55.63,9.72,0.1222334,89.24,10.01,0.131779884,85.97,-4.64,-0.130447006,30.93
Richmond,2/16/2021,-10,-0.041152263,6.7,0.116806137,64.06,8.55,0.098388953,95.45,18.09,0.207620797,105.22,-4.64,-0.130447006,30.93
